Labeling Type,Dosage Form(s),Route(s) of Administration,Marketing Category,Application Number(s),Trade Name,Generic/Proper Name(s),SPL Effective Date (Month/Day/Year),Established Pharmacologic Class(es),Initial U.S. Approval,Company,Marketing Date(s) (YYYY/MM/DD),NDC(s),Active Ingredient UNII(s),Active Ingredient(s),Active Moiety Name(s),Active Moiety UNII(s),FDALabel Link,DailyMed SPL Link,DailyMed PDF Link,SET ID,Query Link for Entire Search Output,Result Link for Entire Search Output,Export Date (YYYY/MM/DD) and Time for Entire Search Output
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRAVENOUS,NDA,021119,Visudyne,VERTEPORFIN FOR INJECTION,2010/04/07,Photoenhancer,,QLT OPHTHALMICS INC,2000/04/12-,50236-001,0X9PA28K43,VERTEPORFIN,VERTEPORFIN,0X9PA28K43,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/31512723-9ff0-4e18-aa3a-55ab833038c6/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=31512723-9ff0-4e18-aa3a-55ab833038c6,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=31512723-9ff0-4e18-aa3a-55ab833038c6,31512723-9ff0-4e18-aa3a-55ab833038c6,,,
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, FILM COATED",ORAL,NDA,213006,GEMTESA,VIBEGRON,2024/02/08,beta3-Adrenergic Agonist,2020,SUMITOMO PHARMA AMERICA INC,2020/12/29-,73336-075,M5TSE03W5U,vibegron,vibegron,M5TSE03W5U,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/25f21d25-14f8-4fda-91f6-7aa8b68aa1c8/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=25f21d25-14f8-4fda-91f6-7aa8b68aa1c8,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=25f21d25-14f8-4fda-91f6-7aa8b68aa1c8,25f21d25-14f8-4fda-91f6-7aa8b68aa1c8,,,
HUMAN PRESCRIPTION DRUG LABEL,"POWDER, FOR SOLUTION",ORAL,NDA,022006,SABRIL,VIGABATRIN,2021/10/20,Anti-epileptic Agent,2009,LUNDBECK PHARMACEUTICALS LLC,2009/08/21-,67386-211,GR120KRT6K,VIGABATRIN,VIGABATRIN,GR120KRT6K,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/a88ac1b4-e2c9-45c0-b321-4785902172e3/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=a88ac1b4-e2c9-45c0-b321-4785902172e3,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=a88ac1b4-e2c9-45c0-b321-4785902172e3,a88ac1b4-e2c9-45c0-b321-4785902172e3,,,
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, FILM COATED",ORAL,NDA,020427,SABRIL,VIGABATRIN,2021/10/20,Anti-epileptic Agent,2009,LUNDBECK PHARMACEUTICALS LLC,2009/08/21-,67386-111,GR120KRT6K,VIGABATRIN,VIGABATRIN,GR120KRT6K,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/a5d389d2-d0e1-4395-a2a2-b552808e7f98/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=a5d389d2-d0e1-4395-a2a2-b552808e7f98,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=a5d389d2-d0e1-4395-a2a2-b552808e7f98,a5d389d2-d0e1-4395-a2a2-b552808e7f98,,,
HUMAN PRESCRIPTION DRUG LABEL,KIT; TABLET,ORAL,NDA,022567,VIIBRYD,VILAZODONE HYDROCHLORIDE,2023/10/01,,2011,ALLERGAN INC,2011/04/29-; completed:2011/04/29-2016/08/31; completed:2011/04/29-2023/10/31,0456-1100; 0456-1101; 0456-1110; 0456-1120; 0456-1140,U8HTX2GK8J,VILAZODONE HYDROCHLORIDE,VILAZODONE,S239O2OOV3,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/4c55ccfb-c4cf-11df-851a-0800200c9a66/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=4c55ccfb-c4cf-11df-851a-0800200c9a66,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=4c55ccfb-c4cf-11df-851a-0800200c9a66,4c55ccfb-c4cf-11df-851a-0800200c9a66,,,
HUMAN PRESCRIPTION DRUG LABEL,"CAPSULE, EXTENDED RELEASE",ORAL,NDA,211964,QELBREE,VILOXAZINE HYDROCHLORIDE,2023/12/20,Norepinephrine Reuptake Inhibitor,2021,SUPERNUS PHARMACEUTICALS INC,2021/04/02-,17772-131; 17772-132; 17772-133,OQW30I1332,VILOXAZINE HYDROCHLORIDE,VILOXAZINE,5I5Y2789ZF,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/aedf408d-0f84-418d-9416-7c39ddb0d29a/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=aedf408d-0f84-418d-9416-7c39ddb0d29a,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=aedf408d-0f84-418d-9416-7c39ddb0d29a,aedf408d-0f84-418d-9416-7c39ddb0d29a,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRAVENOUS,NDA,212154,Viltepso,VILTOLARSEN,2023/08/01,,2020,NS PHARMA INC,2020/08/13-,73292-011,SXA7YP6EKX,viltolarsen,viltolarsen,SXA7YP6EKX,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/1ffff9a8-6d6a-4dcb-8493-1b6cc3a5d123/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=1ffff9a8-6d6a-4dcb-8493-1b6cc3a5d123,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=1ffff9a8-6d6a-4dcb-8493-1b6cc3a5d123,1ffff9a8-6d6a-4dcb-8493-1b6cc3a5d123,,,
HUMAN PRESCRIPTION DRUG LABEL,CAPSULE,ORAL,NDA,203388,ERIVEDGE,VISMODEGIB,2023/03/27,Hedgehog Pathway Inhibitor,2012,GENENTECH INC,2012/01/30-,50242-140,25X868M3DS,VISMODEGIB,VISMODEGIB,25X868M3DS,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/eb368bb6-80e3-4df9-8a85-91df0a2ada6a/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=eb368bb6-80e3-4df9-8a85-91df0a2ada6a,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=eb368bb6-80e3-4df9-8a85-91df0a2ada6a,eb368bb6-80e3-4df9-8a85-91df0a2ada6a,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRAMUSCULAR,NDA,006823,AQUASOL A,VITAMIN A PALMITATE,2020/08/14,,,CASPER PHARMA LLC,2020/10/01-,70199-026,1D1K0N0VVC,VITAMIN A PALMITATE,RETINOL,G2SH0XKK91,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/ec825f1c-c15f-44de-ad46-8ab9c49ec21c/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=ec825f1c-c15f-44de-ad46-8ab9c49ec21c,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=ec825f1c-c15f-44de-ad46-8ab9c49ec21c,ec825f1c-c15f-44de-ad46-8ab9c49ec21c,,,
HUMAN PRESCRIPTION DRUG LABEL,CAPSULE,ORAL,NDA,213716,LUPKYNIS,VOCLOSPORIN,2024/05/09,Calcineurin Inhibitor Immunosuppressant,2021,AURINIA PHARMA U S INC,2021/01/22-,75626-001,2PN063X6B1,VOCLOSPORIN,VOCLOSPORIN,2PN063X6B1,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/9f489295-1156-52c7-5fd0-5c4c52f9b813/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=9f489295-1156-52c7-5fd0-5c4c52f9b813,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=9f489295-1156-52c7-5fd0-5c4c52f9b813,9f489295-1156-52c7-5fd0-5c4c52f9b813,,,
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,NDA,215151,VOQUEZNA,VONOPRAZAN FUMARATE,2023/11/08,,2022,PHATHOM PHARMACEUTICALS INC,2023/11/10-,81520-100; 81520-200,4QW3X4AMLB,vonoprazan fumarate,vonoprazan,1R5L3J156G,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/0cc52ac5-77ec-4d66-a770-762a1a960914/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=0cc52ac5-77ec-4d66-a770-762a1a960914,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=0cc52ac5-77ec-4d66-a770-762a1a960914,0cc52ac5-77ec-4d66-a770-762a1a960914,,,
HUMAN PRESCRIPTION DRUG LABEL,KIT,ORAL,NDA,215152;215153,VOQUEZNA DUAL PAK; VOQUEZNA TRIPLE PAK,"VONOPRAZAN FUMARATE AND AMOXICILLIN; VONOPRAZAN FUMARATE, AMOXICILLIN AND CLARITHROMYCIN",2024/05/07,Macrolide Antimicrobial; Penicillin-class Antibacterial,2022,PHATHOM PHARMACEUTICALS INC,2023/11/08-,81520-250; 81520-255,4QW3X4AMLB; 804826J2HU; H1250JIK0A,amoxicillin; clarithromycin; vonoprazan fumarate,amoxicillin anhydrous; clarithromycin; vonoprazan,1R5L3J156G; 9EM05410Q9; H1250JIK0A,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/0cb2ee04-8581-46c8-a781-7be170ab5c86/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=0cb2ee04-8581-46c8-a781-7be170ab5c86,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=0cb2ee04-8581-46c8-a781-7be170ab5c86,0cb2ee04-8581-46c8-a781-7be170ab5c86,,,
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, FILM COATED",ORAL,NDA,204886,ZONTIVITY,VORAPAXAR,2022/10/18,Protease-activated Receptor-1 Antagonist,2014,WRASER PHARMACEUTICALS LLC,2022/09/21-,66992-208,IN66038E6C,VORAPAXAR SULFATE,VORAPAXAR,ZCE93644N2,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/f2abe3ed-ed3d-4215-a489-b18341ce85bc/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=f2abe3ed-ed3d-4215-a489-b18341ce85bc,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=f2abe3ed-ed3d-4215-a489-b18341ce85bc,f2abe3ed-ed3d-4215-a489-b18341ce85bc,,,
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, FILM COATED",ORAL,NDA,204886,ZONTIVITY,VORAPAXAR,2021/04/08,Protease-activated Receptor-1 Antagonist,2014,ARALEZ PHARMACEUTICALS US INC,2014/05/08-,70347-208,IN66038E6C,VORAPAXAR SULFATE,VORAPAXAR,ZCE93644N2,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/f001f406-8cf1-40a4-bbf5-1775fe020122/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=f001f406-8cf1-40a4-bbf5-1775fe020122,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=f001f406-8cf1-40a4-bbf5-1775fe020122,f001f406-8cf1-40a4-bbf5-1775fe020122,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRAVENOUS,NDA,021267,VFEND,VORICONAZOLE,2022/12/22,Azole Antifungal,2002,ROERIG,2002/05/24-,0049-3190,JFU09I87TR,VORICONAZOLE,VORICONAZOLE,JFU09I87TR,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/dac26bcd-7a59-401f-9f66-a0649767cece/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=dac26bcd-7a59-401f-9f66-a0649767cece,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=dac26bcd-7a59-401f-9f66-a0649767cece,dac26bcd-7a59-401f-9f66-a0649767cece,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRAVENOUS,NDA,021267,VFEND,VORICONAZOLE,2022/12/22,Azole Antifungal,2002,ROERIG,2012/10/24-,0049-4190,JFU09I87TR,VORICONAZOLE,VORICONAZOLE,JFU09I87TR,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/08d08721-1f4c-478a-8abf-d9c402d50553/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=08d08721-1f4c-478a-8abf-d9c402d50553,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=08d08721-1f4c-478a-8abf-d9c402d50553,08d08721-1f4c-478a-8abf-d9c402d50553,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION; POWDER, FOR SUSPENSION; TABLET, FILM COATED",INTRAVENOUS; ORAL,NDA,021266;021267;021630,VFEND,VORICONAZOLE,2022/11/01,Azole Antifungal,2002,ROERIG,2003/03/28-,0049-3160; 0049-3170; 0049-3180; 0049-3190,JFU09I87TR,VORICONAZOLE,VORICONAZOLE,JFU09I87TR,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/ce3ef5cf-3087-4d92-9d94-9eb8287228db/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=ce3ef5cf-3087-4d92-9d94-9eb8287228db,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=ce3ef5cf-3087-4d92-9d94-9eb8287228db,ce3ef5cf-3087-4d92-9d94-9eb8287228db,,,
HUMAN PRESCRIPTION DRUG LABEL,CAPSULE,ORAL,NDA,021991,ZOLINZA,VORINOSTAT,2023/11/21,Histone Deacetylase Inhibitor,2006,MERCK SHARP AND DOHME LLC,2006/10/06-,0006-0568,58IFB293JI,VORINOSTAT,VORINOSTAT,58IFB293JI,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/cd86ee78-2781-468b-930c-3c4677bcc092/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=cd86ee78-2781-468b-930c-3c4677bcc092,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=cd86ee78-2781-468b-930c-3c4677bcc092,cd86ee78-2781-468b-930c-3c4677bcc092,,,
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, FILM COATED",ORAL,NDA,204447,Trintellix,VORTIOXETINE,2023/08/30,,2013,TAKEDA PHARMACEUTICALS AMERICA INC,2013/10/02-,64764-720; 64764-730; 64764-750,TKS641KOAY,VORTIOXETINE HYDROBROMIDE,VORTIOXETINE,3O2K1S3WQV,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/1a5b68e2-14d0-419d-9ec6-1ca97145e838/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=1a5b68e2-14d0-419d-9ec6-1ca97145e838,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=1a5b68e2-14d0-419d-9ec6-1ca97145e838,1a5b68e2-14d0-419d-9ec6-1ca97145e838,,,
HUMAN PRESCRIPTION DRUG LABEL,KIT,SUBCUTANEOUS,NDA,214938,VOXZOGO 0.4mg; VOXZOGO 0.56mg; VOXZOGO 1.2mg,VOSORITIDE,2024/04/11,C-type Natriuretic Peptide Analog,2021,BIOMARIN PHARMACEUTICAL INC,2021/11/19-,68135-082; 68135-119; 68135-181,7SE5582Q2P,VOSORITIDE,VOSORITIDE,7SE5582Q2P,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/228e8560-04a4-4bb1-a81f-29531a9e4d27/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=228e8560-04a4-4bb1-a81f-29531a9e4d27,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=228e8560-04a4-4bb1-a81f-29531a9e4d27,228e8560-04a4-4bb1-a81f-29531a9e4d27,,,
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, FILM COATED; TABLET, FOR SUSPENSION",ORAL,NDA,213137;216157,OXBRYTA,VOXELOTOR,2023/12/26,Hemoglobin S Polymerization Inhibitor,2019,GLOBAL BLOOD THERAPEUTICS INC A SUBSIDIARY OF PFIZER INC,2019/11/25-; 2021/12/17-,72786-101; 72786-102; 72786-111,3ZO554A4Q8,Voxelotor,Voxelotor,3ZO554A4Q8,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/3c557fac-29ec-483f-b691-8a935d4decc3/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=3c557fac-29ec-483f-b691-8a935d4decc3,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=3c557fac-29ec-483f-b691-8a935d4decc3,3c557fac-29ec-483f-b691-8a935d4decc3,,,
HUMAN PRESCRIPTION DRUG LABEL,INJECTION,SUBCUTANEOUS,NDA,215515,AMVUTTRA,VUTRISIRAN,2023/01/27,Small Interfering RNA; Transthyretin-directed RNA Interaction,2022,ALNYLAM PHARMACEUTICALS INC,2022/06/13-,71336-1003,GB4I2JI8UI,VUTRISIRAN,VUTRISIRAN,GB4I2JI8UI,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/8db0facb-81b6-4006-9239-27dc6409c5d3/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=8db0facb-81b6-4006-9239-27dc6409c5d3,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=8db0facb-81b6-4006-9239-27dc6409c5d3,8db0facb-81b6-4006-9239-27dc6409c5d3,,,
HUMAN PRESCRIPTION DRUG LABEL,INJECTION,INTRAVENOUS,NDA,019633,Sterile Water,WATER,2024/04/10,,,B BRAUN MEDICAL INC,1988/02/24-,0264-7850,059QF0KO0R,WATER,WATER,059QF0KO0R,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/8fc8d87a-3951-4ac5-97df-c161ffc90475/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=8fc8d87a-3951-4ac5-97df-c161ffc90475,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=8fc8d87a-3951-4ac5-97df-c161ffc90475,8fc8d87a-3951-4ac5-97df-c161ffc90475,,,
HUMAN PRESCRIPTION DRUG LABEL,INJECTION,INTRAMUSCULAR; INTRAVENOUS; SUBCUTANEOUS,NDA,018801,Sterile Water,WATER,2024/01/11,,,HOSPIRA INC,2005/06/16-,0409-4887,059QF0KO0R,WATER,WATER,059QF0KO0R,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/2b9ea23a-f9e9-48a8-25b7-519e3bbd6828/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=2b9ea23a-f9e9-48a8-25b7-519e3bbd6828,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=2b9ea23a-f9e9-48a8-25b7-519e3bbd6828,2b9ea23a-f9e9-48a8-25b7-519e3bbd6828,,,
HUMAN PRESCRIPTION DRUG LABEL,IRRIGANT,IRRIGATION,NDA,016734,Sterile Water,WATER,2023/09/06,,,B BRAUN MEDICAL INC,1970/09/10-,0264-2101,059QF0KO0R,WATER,WATER,059QF0KO0R,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/f4284eb6-e553-46d4-90d8-efc80a90a480/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=f4284eb6-e553-46d4-90d8-efc80a90a480,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=f4284eb6-e553-46d4-90d8-efc80a90a480,f4284eb6-e553-46d4-90d8-efc80a90a480,,,
HUMAN PRESCRIPTION DRUG LABEL,INJECTION,INTRAVENOUS,NDA,019633,Sterile Water,WATER,2021/08/06,,,B BRAUN MEDICAL INC,2014/09/04-,0264-7385,059QF0KO0R,WATER,WATER,059QF0KO0R,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/8924e52e-8622-4ed6-a061-1908183e0a18/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=8924e52e-8622-4ed6-a061-1908183e0a18,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=8924e52e-8622-4ed6-a061-1908183e0a18,8924e52e-8622-4ed6-a061-1908183e0a18,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRAVENOUS,NDA,019869,Sterile Water,WATER,2020/06/19,,,ICU MEDICAL INC,2019/06/01-,0990-7118,059QF0KO0R,WATER,WATER,059QF0KO0R,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/1c0bbcb7-5ed6-4ee7-b297-080d3359474e/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=1c0bbcb7-5ed6-4ee7-b297-080d3359474e,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=1c0bbcb7-5ed6-4ee7-b297-080d3359474e,1c0bbcb7-5ed6-4ee7-b297-080d3359474e,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRAVENOUS,NDA,018632,Sterile Water,WATER,2019/12/29,,,BAXTER HEALTHCARE COMPANY,1982/06/30-,0338-0013,059QF0KO0R,WATER,WATER,059QF0KO0R,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/8bcf5572-49e1-4302-9522-56f57904cb4a/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=8bcf5572-49e1-4302-9522-56f57904cb4a,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=8bcf5572-49e1-4302-9522-56f57904cb4a,8bcf5572-49e1-4302-9522-56f57904cb4a,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRAVENOUS,NDA,018233,Sterile Water,WATER,2019/07/22,,,ICU MEDICAL INC,2019/10/01-,0990-7990,059QF0KO0R,WATER,WATER,059QF0KO0R,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/aab10f03-26ae-4dbc-a481-ef025e48b405/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=aab10f03-26ae-4dbc-a481-ef025e48b405,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=aab10f03-26ae-4dbc-a481-ef025e48b405,aab10f03-26ae-4dbc-a481-ef025e48b405,,,
HUMAN PRESCRIPTION DRUG LABEL,IRRIGANT,IRRIGATION,NDA,017428;017866,Sterile Water,WATER,2017/10/17,,1974,BAXTER HEALTHCARE CORPORATION,1974/12/31-; 1980/05/30-,0338-0003; 0338-0004,059QF0KO0R,WATER,WATER,059QF0KO0R,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/ef3e79c5-3f58-4b36-a296-64b7d9a651c1/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=ef3e79c5-3f58-4b36-a296-64b7d9a651c1,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=ef3e79c5-3f58-4b36-a296-64b7d9a651c1,ef3e79c5-3f58-4b36-a296-64b7d9a651c1,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRAVENOUS,NDA,018632,Sterile Water,WATER,2016/05/31,,,BAXTER HEALTHCARE COMPANY,1982/06/30-,0338-0013,059QF0KO0R,WATER,WATER,059QF0KO0R,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/210dc9ab-d6ca-4552-ac19-1be17792d290/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=210dc9ab-d6ca-4552-ac19-1be17792d290,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=210dc9ab-d6ca-4552-ac19-1be17792d290,210dc9ab-d6ca-4552-ac19-1be17792d290,,,
HUMAN PRESCRIPTION DRUG LABEL,GAS,INHALATION,NDA,214375,XENOVIEW,XENON XE 129 HYPERPOLARIZED,2022/12/30,Hyperpolarized Contrast Agent,2022,POLAREAN INC,2022/12/23-,80534-1000; 80534-6350,206GF3GB41; 726Q6M95ZA; 9C7571UDT5; N762921K75,"HELIUM; NITROGEN; XENON XE-129; XENON XE-129, HYPERPOLARIZED","HELIUM; NITROGEN; XENON XE-129; XENON XE-129, HYPERPOLARIZED",206GF3GB41; 726Q6M95ZA; 9C7571UDT5; N762921K75,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/70e33fe3-c722-439b-b3db-c2a22f229c8a/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=70e33fe3-c722-439b-b3db-c2a22f229c8a,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=70e33fe3-c722-439b-b3db-c2a22f229c8a,70e33fe3-c722-439b-b3db-c2a22f229c8a,,,
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, FILM COATED",ORAL,NDA,020547,ACCOLATE,ZAFIRLUKAST,2024/05/23,Leukotriene Receptor Antagonist,,STRIDES PHARMA SCIENCE LIMITED,2023/01/02-,64380-177; 64380-178,XZ629S5L50,ZAFIRLUKAST,ZAFIRLUKAST,XZ629S5L50,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/3bbd0e85-6014-46cd-a363-60102c4bc5a2/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=3bbd0e85-6014-46cd-a363-60102c4bc5a2,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=3bbd0e85-6014-46cd-a363-60102c4bc5a2,3bbd0e85-6014-46cd-a363-60102c4bc5a2,,,
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, COATED",ORAL,NDA,020547,Zafirlukast,ZAFIRLUKAST,2023/04/28,Leukotriene Receptor Antagonist,,STRIDES PHARMA SCIENCE LIMITED,2022/08/01-; 2022/09/15-,64380-187; 64380-188,XZ629S5L50,ZAFIRLUKAST,ZAFIRLUKAST,XZ629S5L50,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/baba507f-6557-4551-815c-9ab6606e4ee1/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=baba507f-6557-4551-815c-9ab6606e4ee1,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=baba507f-6557-4551-815c-9ab6606e4ee1,baba507f-6557-4551-815c-9ab6606e4ee1,,,
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, COATED",ORAL,NDA,020547,Zafirlukast,ZAFIRLUKAST,2018/11/25,Leukotriene Receptor Antagonist,,PAR PHARMACEUTICAL INC,completed:2010/11/19-2024/04/30; completed:2010/11/19-2024/09/30,49884-549; 49884-554,XZ629S5L50,ZAFIRLUKAST,ZAFIRLUKAST,XZ629S5L50,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/0262e192-94f4-423d-a58e-bb374dc106fe/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=0262e192-94f4-423d-a58e-bb374dc106fe,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=0262e192-94f4-423d-a58e-bb374dc106fe,0262e192-94f4-423d-a58e-bb374dc106fe,,,
