,generic_name,binary_determination,confidence_determination,yes_no_prompts,confidence_prompts,urls
927,RIBOCICLIB,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/aaeaef94-f3f5-4367-8ea2-b181d7be2da8/spl-doc
928,RIFABUTIN,No,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/3e1a6613-bdd3-4261-93b3-d7f5cc09064b/spl-doc
929,RIFAMPIN,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/87839f65-cb33-412e-929e-564136501a84/spl-doc
930,RIFAMYCIN,No,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/b31ff668-ee1f-4d89-8b69-68df2a0d2243/spl-doc
931,RIFAPENTINE,No,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/3a64fb70-b85e-43d9-8bcd-7e893f568ae1/spl-doc
932,RIFAXIMIN,No,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/c5e8e2fd-7087-4b78-9181-cc259c0be2f1/spl-doc
933,RILPIVIRINE HYDROCHLORIDE,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/03880372-2c68-45c6-a53a-f420c49541d6/spl-doc
934,RILUZOLE,No,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/6ddc26d7-a6fe-46dd-8b49-c55aa111f83e/spl-doc
935,RIMANTADINE HYDROCHLORIDE,No,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/49f7d69a-820b-4c75-a31d-b2104c019c12/spl-doc
936,RIMEGEPANT SULFATE,No,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/9ef08e09-1098-35cc-e053-2a95a90a3e1d/spl-doc
937,RIOCIGUAT,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/7b57509a-3d5d-41d4-8fed-1471e26372a3/spl-doc
938,RIPRETINIB,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/9f18e462-03dd-4296-a02a-a0577e3ee78d/spl-doc
939,RISDIPLAM,No,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/eceb9a99-7191-4be5-87c3-0102707cf98e/spl-doc
940,RISEDRONATE SODIUM,No,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/24ed00e0-25e2-49a8-97fc-66c1b417dc0b/spl-doc
941,RISPERIDONE,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/734eb776-4be0-4808-834b-0d8b0f9e021e/spl-doc
942,RITONAVIR,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/2849298e-de6e-47bb-8194-56e075b33fc3/spl-doc
943,RIVAROXABAN,No,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/10db92f9-2300-4a80-836b-673e1ae91610/spl-doc
944,RIVASTIGMINE TARTRATE,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/fead084a-a376-4d57-bdf0-aa7ed3655505/spl-doc
945,RIZATRIPTAN BENZOATE,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/fa32794e-d26d-e0bf-e053-6294a90abb0e/spl-doc
946,ROCURONIUM,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/6045ed5a-5d2c-4f17-aaba-458fbf87e85c/spl-doc
947,ROFLUMILAST,No,No,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/ec1bb0d1-f38a-4080-831a-68791d1d1fdb/spl-doc
948,ROLAPITANT,No,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/a52896cd-4a98-49b8-82db-bf1985a64d97/spl-doc
949,ROMIDEPSIN,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/03b39d40-90fe-11df-9de6-0002a5d5c51b/spl-doc
950,ROPINIROLE HYDROCHLORIDE,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/2deb758c-659e-4e5a-a087-0e9c422f2fe1/spl-doc
951,ROSIGLITAZONE MALEATE,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/ef14122b-7fff-45fa-b13b-0ea9e48bd57d/spl-doc
952,ROSUVASTATIN,No,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/619add8c-3e39-4bb7-8828-450bd82c0404/spl-doc
953,ROSUVASTATIN CALCIUM,No,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/303f6c6c-c9ec-4a29-b2c9-2e81cc0e50f0/spl-doc
954,RUBIDIUM CHLORIDE RB-82,No,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/ee95aa18-9f2f-40eb-9b4c-583bea6f36bf/spl-doc
955,RUCAPARIB,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/a6d46c03-bb1d-417b-b8e5-3bffe352fe29/spl-doc
956,RUFINAMIDE,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/0a3fa925-1abd-458a-bd57-4ae780a1ef2d/spl-doc
957,RUXOLITINIB,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/24da5509-6631-4795-9d42-273faecd08e7/spl-doc
958,RYDAPT,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/11fa3fc9-6776-49a6-b1c1-653f627c3e58/spl-doc
959,SAFINAMIDE MESYLATE,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/c4d65f28-983f-42b4-bb23-023ae0fe81b2/spl-doc
960,SAPROPTERIN DIHYDROCHLORIDE,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/83bf50fd-f70c-037a-5c8f-b32f69208d20/spl-doc
961,SAQUINAVIR MESYLATE,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/b8b53129-06ab-4143-b9b7-7675e49a52ef/spl-doc
962,SARECYCLINE HYDROCHLORIDE,No,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/b200957c-3004-4988-be97-9fd619a83649/spl-doc
963,SAXAGLIPTIN,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/c5116390-e0fe-4969-94cb-e9de5165fbab/spl-doc
964,SECNIDAZOLE,No,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/551e43d5-f700-4d6e-8029-026f8a8932ff/spl-doc
965,SELEGILINE HYDROCHLORIDE,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/380d7717-2a79-42f3-a712-efe5e7696ba0/spl-doc
966,SELENIOUS ACID,No,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/49324999-50e3-43ed-a8dd-156d6dbedd9f/spl-doc
